bit_length, total_bits, random_multiplier, rhs_projection_ell
19,251,455512,54991760363120445257355218642062444960917009568339125327995034812233677867816
19,251,354173,43742882919032622957350729790203449808109412909042370103427141114561652919072
19,251,336437,25735247452306285965899400704447960417511843720190736861462878217537622039504
19,251,474377,84788017268183505311455898716845802145149807030523500141286753491532512129867
19,251,460544,52785291479250544355169769597313691570187447232828127114160964172398185401246
19,251,480496,76243863923993948997729102366715320624508944563127734652514443960025539004695
19,251,521704,3048094040491261730062321920330780693069773097708369357807184212086014476535
19,251,292824,104649964454489596155636928973805173139354658015789538860605371427862414237258
19,251,446558,66393865843019402394806986088938652263285846456701944672166631123524850832748
19,251,417748,49232067428842462105225871718678314669338308526564157293047984206953139992193
19,251,458510,74305292576787164445836268735125601593634237168594993995425181923715481439642
19,251,278115,14901205850644865320381926747430304169555713067824992068709840408121250509712
19,251,378702,34972090383260082311619160607614306435997391819000397081620418933380320999527
19,251,436740,27592436011066750076436685838223943857374362859444121963366300095802862711831
19,251,447111,6439632744866925820392639060888238573524052102258700852120563916741837173541
19,251,376562,94088442298060713571817011693920368807657101771119916272349588534113345740875
19,251,524257,33461820396704189985245755395118221316067252176765021877755621704633268125651
19,251,313668,54314912309441429055325089468225435577604003297120236791822671498585519937743
19,251,408749,91881852884295527070998027881795909887423226588423401016970815868829624261352
19,251,447799,109307617515500144559263497144350325379083796099895264917873646033851494230051
19,251,334708,80629757500614040248349886503030177835031199402668581924799458213742584543375
19,251,285661,6138579623802920917884520474727672867565382859349616164306193004894043058682
19,251,264031,76141038286442800464169358424562661025975863910920355137924917418838982231207
19,251,489218,106858188449775162956464154101880840485913707859224183058627581944853080347760
19,251,399538,78576901637156832566632612752270784078750254702315793321710803044159230435934
19,251,423434,18476523184480565472287737342396589114034599176143230906758073247909885100141
19,251,399776,83985379307432514859330828056377940942805016942238960642100804874839106678878
19,251,464492,12423966115067977490105468772050616839825763712848729200852717322097612107588
19,251,490311,39561373399529255442105385136375574017574677347712168432881906671991586642293
19,251,475463,96096622721577737625745488473114956858794008054546098864735143407299772021496
19,251,303704,38875645132231627223935862260446495410484215194135087524681065842760103499430
19,251,292795,46040499740911637462435630585637058331300000127337666150791695542476403282600
19,251,486422,17064337900062379102408860358978112043934029282840587068663808201104201355483
19,251,266890,86715733240236796499314423609441959064097959856304156939223940959174674091194
19,251,374481,30372818906928998531007253770391740043034386184726084750771934247245832359945
19,251,309833,70257608028183823663796937362986056854992209590414026160456209298253046648414
19,251,515177,114305911688817451017712955610925609619333460412935576854361052962684663962412
19,251,266452,23273362031732811118530426633982404182950963169682151975565924730197118127741
19,251,323341,85955376436984180717488267322803430358642069588559673854110268684529692952445
19,251,372147,92121398798276188182012677651521425451609009643830195372970302082498259599090
