bit_length, total_bits, random_multiplier, rhs_projection_ell
19,251,455512,105932880208563131457132014400830262847777432610087745835838900167034672030174
19,251,354173,42795487217893333145885874412883726213719203896788033589693061981636366143172
19,251,336437,63806772294940037954598256078561630303838757253493604965363575184479030470127
19,251,474377,77488941402052134180410842519574022791615004080019748201605024792475279161313
19,251,460544,59352046700160328201358587544432908733639602365440702387291053285164277878057
19,251,480496,42899575176359573038430137163135550185951674325259631021124312804942581773702
19,251,521704,13016109064718157052401790340439139162519627760484191410036077891693643116280
19,251,292824,105810066975275765790503204013060170539972548979488857836027293753752257309750
19,251,446558,111288250231610738141969370698961912642515913122506655160825154055526163877686
19,251,417748,80930866958881127574441757022914171262252432259560650643176590577890594382519
19,251,458510,57618772701846701371986125329683904088440238246674230670402262341222048947645
19,251,278115,44421401087649475143209028597026040630777124255876883591114347451176599831858
19,251,378702,54885837675438281836844978649320595782160113120834746615375910051242646222661
19,251,436740,13627046736924800340740195840398957591905309914676715582569016451616166284646
19,251,447111,95055876617185941236153746417462116655012953078016087644115969258855998250953
19,251,376562,39843003687439066322204402953411107498640219447900401429338898634276206238193
19,251,524257,32851030593765605677808922379680663827027420035895012186495606822761917194204
19,251,313668,71628318840234374344879524648260876533267275733313814488813836893692804419145
19,251,408749,26255456251426908318378137722209724155992519105508146761408384139924873380354
19,251,447799,61794257640222127479643105793230668949046354148421839750310221829146399151747
19,251,334708,61556476825066376623910631648493658274625367739491374146229980905894737204590
19,251,285661,30820626727244769013815867508523189218822834216021071898008349878096225694568
19,251,264031,39072714281649997381639634372537436506593238809676764082456844529762943798349
19,251,489218,54403380825950750364877260328857505858923588565044573985507418968572189752315
19,251,399538,107122091580242883953246044473725870084587500170569912925489015231366707139873
19,251,423434,57837099236859347372369403511486932225214075578754252702056059199515289473386
19,251,399776,80125629701268163453500414041890881050178799856913844586329513393405458054850
19,251,464492,76345347600593426816909004425572748685459415598500946758634263867339912403542
19,251,490311,31906451864733020212933729402119017905411890473112842565612248169239821533123
19,251,475463,84636544025172397616960610410038934081353756607366610306677614748103091688703
19,251,303704,50143178729426584338771549252690117739095522424057799976293241139927732064049
19,251,292795,30200380211718612423700785014200402662914123257998584497138760270876944936022
19,251,486422,24763897273860686717861677871899009947558532413258333469017937841666450614039
19,251,266890,78618333634230863253925300882580602280369165420497095949811568288324689344273
19,251,374481,98112947473973271566105756578510016667325818495484868599423664542897119656788
19,251,309833,76262586390710319783855309066166013311709067392883465052310801405666108681454
19,251,515177,5297264104973707700335442976286993794092394491008930728059114262649491228786
19,251,266452,80186590457687647635538839765956234838776234087548340768622677636341596216715
19,251,323341,70013342686855880256821595748052684925050625303578657271509198183491961291997
19,251,372147,78179643967563128006460217578199891743816162425116536624366703991190998949162
19,251,415871,90838964306135729426742419603297982616622352686129407095594483886429264843870
19,251,314208,91610459865617556969094887472242311993898846407191887312846518985800785648654
19,251,368110,98727498522818302318162486761366863488992989977158155981410152993695636741012
19,251,440050,14406884384499185556794795247159655032439253530268414032737140992634319448611
19,251,392464,39659232928909400689012708334182020124696744063632293926022062704315340581955
19,251,476415,42505282670241211051065176134171264012161123057059475304983118260633600508680
19,251,377822,106300657669058879930362755251447370884273145671179783375042266825896263755818
19,251,460138,44950076945757055712654383398818629595535382148895059951977787716140515317494
19,251,369013,73034646093114743570420388799279364081774400012821482868527726385782504913231
19,251,294643,95026087601844956438621141048633963953270322374719753450566496896097337806152
19,251,444658,26408223329838606190909200881167982951233713556680740372332520159023070798363
19,251,343052,100321596528551225986717250953234996055819245498590036019042831174066873350276
19,251,286478,38462964532049953715726785787349160100972390722409600092657541451627901573087
19,251,287348,55566871619118895261893242571756232581625004447032834836626223201231840553886
19,251,344675,3193885975073664072377248719517843686938995033529464917312541178962419493625
19,251,443474,29066257386180917969449302201738101621754139499662765919914598450995950874275
19,251,336552,31439233953401817124928684068112203234629366557382263147186707391595362678290
19,251,518886,67750478150022247572217012127744716758685009579614198723596497708453522230651
