bit_length, total_bits, random_multiplier, rhs_projection_ell
19,251,455512,6156455788092686477884131328646274828929877403024642554846541227051845720849
19,251,354173,75015233528744549565300538775270385799033064888450066701136818804298879695637
19,251,336437,22163403252039518182358439713798540778525512208582109878069317449024905659354
19,251,474377,13289246486976761834540197551623813060270880350234144537703097374336665364066
19,251,460544,19723499181781962450194103844122540765847197779047520086554923896300284995724
19,251,480496,78346867678395931530510527084645403303511744972922394404395180920023549542003
19,251,521704,15405487302184822036834052753648224061744151418341791378243858607114258456871
19,251,292824,3059953865270951245374280762092945237880720279535960491497331815232881737757
19,251,446558,82869180952152360684880697528461714802887430578553417609647376867037144247381
19,251,417748,112096796900832655783214771782210712444605027314896368526740834660759772632081
19,251,458510,75599265254449569145779624597438778712947001630365296859515349495521210299741
19,251,278115,19705160646755891303463168102194829834464286906760096634467639145390497916774
19,251,378702,62725021612689728483164539217318961001781937926187774545787979069123390382700
19,251,436740,45767251038953692111353495245036315343283079910817145301477355337114984834251
19,251,447111,64644192052397112230411535735503402551905093410790224142646500158464194503610
19,251,376562,34905877959004520507093227958299027902068748585727209720379136076912202412827
19,251,524257,83968399353372519493970157283876025701728492269174638149074774412695245545605
19,251,313668,104508115323348345208482848599421629279926104108865935790360133710498087172778
19,251,408749,82353495797799442357472766055667079055386251333667915034594426841744738033799
19,251,447799,101623873950349360814840215334218914733509783341256777097314892791586133716261
19,251,334708,105274731369479481976525739063267005541084253755406905981396785609467471205518
19,251,285661,109338797731083600514379138999446894108141759244592535492023374754309419158573
19,251,264031,64230098050220384445335042334068570289584182358943579230383386240933813724452
19,251,489218,64026275952501469466808534435903194546809443616359212765378864747844849893502
19,251,399538,106862404853755726237509847409470918642744370649990247780994441972154047775163
19,251,423434,30470952113243945754187394918028062294277309938083517042249587316881893057188
19,251,399776,102614806384409525599282683871140685433391487612882881789275464337685954273028
19,251,464492,25246445521280466144786158812950729546582379503366839806342993724972145016101
19,251,490311,52755922181748509094351146486695159736498310940797560445714206421572470443002
19,251,475463,63910710750863693357557225567755936010779931160176484401803650507691135683112
19,251,303704,87729960286586566138850054905625550373526042864015873964516976948281342764036
19,251,292795,99237279393155462659428004107917598756508996032759246835242658905750787043287
19,251,486422,31510294590445487661544255105171786414571192011933353342211557172056390923721
19,251,266890,15031268218932323170300854950648027340840259293047051373404719939248287291552
19,251,374481,31603391841823306401271442912707622697933696416313232354356872038832268973436
19,251,309833,8213320084610710087526286907606960367291478133496304623942063383764464604804
19,251,515177,112495635964876150071505800850481557487454725332852866139484157445903677837211
19,251,266452,113553585685776800866438563170274290618567072683930066338081879060714833691978
19,251,323341,68254597198055580420457361689967870986513651696845358592541620758062497394776
19,251,372147,71144904001218386853010041475000679023166176440046568302510653595625679550923
19,251,415871,21350746677934522872994902071082621171355692897629015375229582375058705075224
19,251,314208,65793050839230790063573650054963436493071069083914658923797531394060141572308
19,251,368110,13486432838030890318576269744579887683483794717564265549071271112941092384433
19,251,440050,48661958923150434611949645930101152364962938761384889918841687800513125851873
19,251,392464,18969283305747729953830108613310626453292251340432801981073060086180146869096
19,251,476415,12902304384718267850331706231687515808078489640591115028632608344743055396971
19,251,377822,11292343951204518978539418424494219507582955484399913086422700721710161811599
