bit_length, total_bits, random_multiplier, rhs_projection_ell
19,251,455512,51902483837796868393694941951766385424963244975379242912658949434067737055606
19,251,354173,44730093091137625905009747766923253287368620069098437378524202327459503010128
19,251,336437,56568702500239570455361409003268676760890105180713315884409920110478302455335
19,251,474377,68801329617069042071742271030719259146016243787235419599402825783799498625737
19,251,460544,76834987713704087997067759674378521657026332666422032554161277910818101393219
19,251,480496,650627404158162174202272853468117796718471748633821043336445535353965786750
19,251,521704,52591409470179945793974941990172733344191669255640874560782978409885452740166
19,251,292824,33006978318300375237001045992321653620627234722681916973481307110301299747472
19,251,446558,97866596962831026335991874630010885932584592750508956231615905490522473971418
19,251,417748,59003857521381873812996658660656222578941992452845423634460880973466120171770
19,251,458510,51544872705378107811764773534469864396196390835594120111227263672695005155357
19,251,278115,69814728925404761803588759181811984333573523634596602473227085851664360819156
19,251,378702,17022018207473309998469017311529354071903654965239186491504467860570019118731
19,251,436740,80378378804731282480573292315532438604884822746690636826676555007774549767661
19,251,447111,56833069897359120774646867810399136058841824452385482730026206313724842315902
19,251,376562,115742189181529072180407350168248217644391955409669662726862210979712046926993
19,251,524257,6693379613042204105982782753520750313775945069802147818517919250241119223736
19,251,313668,15253969553194578875173775399128563041375331231654819179594930909270800570587
19,251,408749,6972374870892824779936360009103207235436831051145206165302095347443692493886
19,251,447799,69503461600623027381669041390062057239490996850821496435118697840250529702717
19,251,334708,37910710887420739264310962801305059753310373739048493673691071133262256262988
19,251,285661,101368558182889422136140749987324118423896719876453230727653587473589528888965
19,251,264031,87648160368564998625177531292767790525723114189269567136425836416467866715587
19,251,489218,23019899913989426475519889948121162330148453695451817732896073383864995643345
19,251,399538,104799990758085284537372957067086494181575751418752566919386870830122363770143
19,251,423434,76716938102190257354584439351437187613020353741890891700011491240194729090448
19,251,399776,19497805318455296117272091286730784849607350789854627476689230617155151424728
19,251,464492,60252138399783988859414386981330974569586560573752000942562933694806838077502
19,251,490311,11024691126411459436604005558799563016931615994540882994081071282154449590764
19,251,475463,69407658221896042546983277140316737682582927682455943800984315601067249271882
19,251,303704,106295727169009174722958602543742289985045576438733318584067102175236904008570
19,251,292795,65241531250474555006891745728184752620186504088655842931364091199597274065464
19,251,486422,6800325879401543204780344920028007481915382164757337589052247622818733840602
19,251,266890,83127934292944824177704726234284241260120177034361469287924539522677500504674
19,251,374481,77755847423122875772640920696606448471628765368217827717163159286857135636935
19,251,309833,111459291781167493040537535434691761040197781187878245404037852013094935162490
19,251,515177,7096422541959499124048805627755630866274571253410071193251854704526001402589
19,251,266452,84385886645290461926515672344137254400632894762616276149111938562953419534762
19,251,323341,72349786349371926984344757469990181216928635410741118385854029431742741304847
19,251,372147,85880115643391089254766090240095576427258483743218909909051487888280061497816
19,251,415871,28859815586769819194559433142523692958055157315289299759032891293855788355082
19,251,314208,114842688719229381187770132968924736303152603650269279752137339154055183376247
19,251,368110,105425207953623114393054068590520881448437208647185324120354303846112788835870
19,251,440050,31617694492000180096561378698009944641000040953937462111771808034675513049730
19,251,392464,88577556236605432614160893553934987454590946813836371617616717318324524147825
19,251,476415,107917211192789251393095803536698898087818794856809427165170569059620776526846
19,251,377822,72185008418325127539597828497579724445004174128428522166598571673325122550403
19,251,460138,106688236670430941756547513606437876216362868796671730911979024431663171343716
19,251,369013,107264900708783509784759236218450528925976051065422712001457105517069110008321
19,251,294643,4862705476797757291632303557333417645383169935022012091358841430866858112721
19,251,444658,16198110839198873140447047765365499211474432017292831821322348125176823332609
19,251,343052,75159732394135121732480960071236138441290772937634221004239824169564105999631
19,251,286478,3719490331644307064873939535177792442500924723817058862896010660477917474084
19,251,287348,82950894446314906587329655900505163552037911105083590517112827681002523897161
19,251,344675,57887984837267992262599259853212150537659216425858186120062714081716832839933
19,251,443474,37444885837259547157994974250221491043860922919533561570188153241042099219796
19,251,336552,66602203311756407787328677528546036946200894986859683817536114688773715773949
19,251,518886,81532584149466598775644727126754557922169020175613745899080251936354274399664
19,251,463256,2695701413526867308760556928408743183731197466159364871903719005601531849259
19,251,447149,51315598269953895312927136008611356091128201890669934987482256219669405341321
19,251,291931,115371505512493152981573284138250502577469658796076871314696364226621983582250
19,251,277480,22093848678732311929868433426686522735803097770296832136370499566856807503541
19,251,422382,91467034149466678284397754368512646448157645839777001485955143326224373826872
19,251,303815,114131567292863414159365399732510203309116808749193903463592257757966592328167
19,251,465597,19233710692174934952993815134934486968695918446735410927568532507665750182705
19,251,471693,39053540139788647495841947085874716388165607366597127433831563757168135206219
19,251,519155,73249071095643176614698206595984619447140742418732470493173615937597035942546
19,251,271313,28538164849750839686743338448585243672841530327558646144352322923901817555574
19,251,459523,68705556013488784776261835474304513724187053242670152003997351805909981480268
19,251,305734,102323909632095614639060552125726583854457523720488300551986833890292433807410
19,251,313527,108660527388188995701871740028566342410323640177309639280299574037004300301257
19,251,383668,97660426788457522780043470955796191889728964464810797898231112894632600604121
19,251,317576,32321403598490004738896774474202086418755212836844771003859087404374171952725
19,251,356600,38528278698389854081092616166421680136614754792084167428367136460816638961456
19,251,476643,104768951796317396064178612803141351022088514038984793635336710383361785320631
19,251,440527,15549551080315270654048819197660096293749917917918702896037701504120088781267
19,251,303989,59810270575463271635152749702313825781948229551247703429807123620488457789004
