bit_length, total_bits, random_multiplier, rhs_projection_ell
19,251,455512,106187230370161845710984975493720414606413692790829987371072202821867392994842
19,251,354173,97937298195604861508806685372963104487932780797185565637862912871783946820148
19,251,336437,75664269851116037268300385991572156585038046240269462092917612206798303182619
19,251,474377,101590299769334968497631122342270349048819476334542595293754902841221374404038
19,251,460544,23754027216806813192395007607000201137533565799297420211826697424466419593182
19,251,480496,106822608013231819498203709829079429050824747542641014292288002075405693722452
19,251,521704,7782310924440748428279617343763853595940092928622212027688047861559368255636
19,251,292824,34477612349453763872373527833814606193796709112934823316934547090505596765794
19,251,446558,93890446872196200845443538765602652738484436883735166324995390112379409791794
19,251,417748,18251311468190100521963823901885997576520380776758544185756212010888097363749
19,251,458510,61593864058490293751612473044882953507188577861615762272488064041086882073908
19,251,278115,109795075543274613631493186448870402891918863478206934447543559060174427015712
19,251,378702,9169222642695845661539198220088432631981228418534785706732241558753537924748
19,251,436740,109193761714406175785123098216222764451728308883475014695470630951544576289062
19,251,447111,96006609597440212931457645038082665125655168997478022904677963509303543842333
19,251,376562,30074427001412960665313293439407347959514151208687255670376108020002008167514
19,251,524257,15654319871032264248554055701451664269199842473078595502661401703428750289861
19,251,313668,36428844733482398032347542010702703470889603372545339587101490302626555056476
19,251,408749,33446345817166342382885051954384942836643443027857605061475368051279868031165
19,251,447799,62428217159672242829119370324013837434701972313907041204697864901555048901137
19,251,334708,34146177958821456638992856081918996463083262334546977091148974436422040088208
19,251,285661,44725818893669143331205929319683330755114498483496600647501970986524918861601
19,251,264031,38831389553570589737407589334083558485603166900286298571507924368831196007980
19,251,489218,67961548950507468450684780002692078473272998923882538118465835048341825717779
19,251,399538,63812469756345962092298207034467732319368896513828455186972566451255491478906
19,251,423434,83926311908320929605519102509314343857352584851151103942139789349221431951730
19,251,399776,99101071551491153153017050547894541589272114551416772699389619275958945139858
19,251,464492,21113655020696339582445871839302806567154388022004234428148583409871197310957
19,251,490311,106201946079683737301328440794024883179666882559030125224393121817677445443018
19,251,475463,34860726156773338860424743831697814858278980455855003375136410357148508389909
19,251,303704,59561789724281985643513027242326982933098335261651013038569687767931332754095
19,251,292795,69371113516259362686727036121686959310445919646667154723316610822186205165253
19,251,486422,81380178507256995503541009488906909395919395806386952341956707785799872149308
19,251,266890,85104053332792651768833090179213829935991661131005483460130726615426553136119
19,251,374481,74467067736220801659710392469095777440741442314193323886135322852145623358847
19,251,309833,1300842051529864237300297240645054406542969145463398282934726687688656343268
19,251,515177,87584033862970575446965799866184771099122997717879840326160660561887733310908
19,251,266452,9196108825308271172920403601769629304021578731953281677447716731654909071142
19,251,323341,71808742358048075883781909553656202522219493262893434428305245346983540850013
19,251,372147,44105856010013751922145979363132813515466442754298286900777977039600233490385
19,251,415871,86838362391139874032907164204307920077671782210855421490162385726250081869723
19,251,314208,90502406864906956275565100660826675960565010737549683871632521859579499817118
19,251,368110,37536580312833542953236727112304675528712681529366728018030562529495627665710
19,251,440050,44712523705048049107285602851303771166960272325903572927701206712898594991774
19,251,392464,25172972001537636045497294626818198852824212603779964960993394906239506839613
19,251,476415,20022173765064316316060452850323400890830362074105015906848424395390612067010
19,251,377822,81126474996494332591460739038345620448853762493356632620716593148812233712998
19,251,460138,75022971932495204294119769076590884658444847052568153070851194116666884688341
19,251,369013,13237940138320708203411598566655873141057280945615911078992361226383249099571
19,251,294643,104250779064572012571687944599544873206444036240580597516264806046353617857018
19,251,444658,4225438466818630564827893859972328783722463128079952647087647985605396041726
19,251,343052,10190765880611419114991308779018487843962529737730086762912432242452913557148
19,251,286478,89235458748363379975372952791943703907686489591807102612811692716811865576005
19,251,287348,57727201377890159807072052316739625432083540398729690203185243375073595431646
19,251,344675,36474687826982128778215991584075647279918209862700157316225872584461239235891
19,251,443474,817727529759276013042244276996065487060347085835739034630141652943633440562
19,251,336552,5077792717171917870336976485761925636038027113502168493011947696570722545006
19,251,518886,47384739518403539111229788869499994842155554585993187299089101074229659449906
19,251,463256,7619301162875426614818229427692464474697164808984088093036331667099252798633
19,251,447149,17269877838280613537342089214047579038808387560984622202123962704897952478591
19,251,291931,111663739534831158557901085572178319758063666461696436114843516316120409053894
19,251,277480,106964988566956624905624699276123736909134731250760236469330331699676021371725
19,251,422382,111751971229307502073633056593116345090369712225795066749711175091928670167522
19,251,303815,57395973311839201357785740190683753490252283979700671974348582166781216935927
19,251,465597,17109952167409905163346033446034489145856427828899555272056678107925114973959
19,251,471693,41181426840173972424313154558060726219426451104226588129343722088585347618309
19,251,519155,71730604037321293023669543513053206419420862822116892306760540661373701647571
19,251,271313,68674542419556561371599032943675666097738958202258136759800292596450739360742
19,251,459523,24630575205449830347013123600461023734762519031522491914050920414905073865991
19,251,305734,37885134703540743253459772687836453314281219523641682593777288086705842834896
19,251,313527,63224109803401313776938474557668716807149422434156588383007643314266528766314
19,251,383668,63325111529900409021677182361885298805868319977055251959220484148641271820376
19,251,317576,7923907514848033075224925359520819220532610472830306065294807340717644335971
19,251,356600,28554508566819651830146172522234480272360289186968025825362655711223397250182
19,251,476643,36493442767299001657195489305136584232702571970057061883924338370751498870537
19,251,440527,104843165514527942180740971172443894000128805145877316501209357606569228035436
19,251,303989,80667064271054710638041358339916032949726954240494743881725082140869031426910
19,251,320928,91767080004195202567530847438598583943561345859257012006007951775655384761056
19,251,399471,113975920561953498637945495222156646053416419330116987878566177030699211696652
19,251,458815,86030881799039309656411240764055377577562074322501897671520010063144226605871
19,251,324987,71400229046451648022989296340208989676267016464990856460136783096624097366291
19,251,415638,103638279736542911249078942074634814367655420087649653792724172430760059410944
19,251,467687,64719824748034100404144163729844833159348236623470256106785597615014909703505
19,251,440059,38196841849401250364247455366923004867614152194612403881632290044959693079787
19,251,521050,66571382711291733145773140353535379418858758835336729490435838763834035851069
19,251,333200,64829757167517007552177717458570902763275550580443828368887516844416574491457
19,251,411463,2915433613609484579101928139075068329791313069195839838422620848593348411044
19,251,503641,25538955337487240397371523029390958046849776872077319131855458314167714830048
19,251,411113,24435796410391245592724666348539467599529974025617395873423231188580774103602
19,251,404109,49193372161038036263350961383229212858247568518955676472704574948631843497605
19,251,508101,79741215190320787119062579514173203553079796814794141749346682507220624130516
19,251,422510,41471105182706834011983652285101076488145222232841312232895205827509475035078
19,251,302485,3759447709451798836413494910877460965241504044727980704687058314043015618100
19,251,443466,37760377845320323665545498148821393870910307271289099120198735628882031304797
19,251,388811,28114086669225688247696228460512716264695112851479145707626396345037972442516
19,251,451692,15432331953948055622357013358609540047850256587684332277433897194396057884812
19,251,270910,52436491186595317021295608062213424824090523538392812334006250496602442854586
19,251,518898,85885736790078275158197956357887564517874442141147818676506902560073363297759
19,251,322968,72338038037682609214226753776976751777852464604203648005892844490043961888038
19,251,367412,12488198671068360658349271887049053492228861010136792565258078616846041705930
19,251,377138,36233852143228431561537228898000395543024968536312398397930958648061156362880
19,251,274630,90830388310041204254690815538712416448637121609784124761515650816442579081467
19,251,496746,81672902618931113643793644765482203102900710795673263766457787641358583627997
19,251,503241,29227089652098908913076275039982260427408699724396146852268015180988117403621
19,251,463656,96960636473692624016876129158879425962268439442346181991975350846614261441353
19,251,479400,103185817706036802523896073352374092849130558795267980367214010510553473520485
19,251,481341,109234350357621425572734619583513430461145161171561179513207411150650039792253
19,251,355494,83331055287921563688843850109949328215966730001360604732800711478571342637483
19,251,288344,11779999892317545611662962284299396676129419159069943383871270645190658909049
19,251,290600,86193245314433229348129838837656030000989411974111396498763231892603294982301
19,251,515239,113058944623112575160160348547498664965059391660460890368771282354391354441554
19,251,456300,98358974201109257803674478672812707345739675414214299652857896700683592016578
19,251,472449,30737521557040474938254274812206950747441339807283806811419768031583312099136
19,251,500910,7434583486719511846831883231113973933430801966284758040062248765116156192089
19,251,447135,29506536403082643307489181888182664341044163041892562652518540806040788828095
19,251,496337,68341284019402699247765592974089790479735134921916282244615066408608338136752
19,251,371519,81518164818493947737583584290152831544122516380982002757330673184087332842768
19,251,323613,48801320615091469370266290626771436458909532592720566080332871494411973358046
19,251,504894,69334796186538543702314890796023477483258837213712802587153469326151652481273
19,251,419490,88764641094775093962745597410053766008568039921999500214875427210890729323950
19,251,358172,43339282623622089822820654464330637761936979498558076202494339923796313709804
19,251,311180,104275629991080687206222222413351633364950346050635738927062957693752020366413
