bit_length, total_bits, random_multiplier, rhs_projection_ell
19,251,455512,115405747283780404584263338123076241336407952071016506053119341759534928077308
19,251,354173,28875450143810233810120932059570407663086838023083092914157318427595633845159
19,251,336437,2876518670286760939220503515955477981249909111738703994032035905904613420713
19,251,474377,75812624483017078970973895568738641123044806139799744350797073003641862605234
19,251,460544,61188973810721862014751625764542214075805622211048412351016716983922573773159
19,251,480496,84307219810771153470814277302143774426944665903586163933559808425928196522016
19,251,521704,91052082168084532717024528233013207775212420170710846515947571946765670518153
19,251,292824,13932282369488525229706758406251063899601002151033864059271092867168090902034
19,251,446558,12714449861515344718084455967006282235508477787370959301737562117640392096248
19,251,417748,44342316824522518941200738651733793063205517233718415438168882866395170127527
19,251,458510,106881047452089801528222401122120936679451972056262657483734033053800057639481
19,251,278115,34175744542174898754207837883333504288226041310744663457793387147044012389166
19,251,378702,108140944221914121433547655956270327801201809471202638665595181395186830603386
19,251,436740,114659843267081881015111188653136612565101050976351710399021789808181082993708
19,251,447111,72155267288150231749785690510357212190465735489178205596278050729850296105591
19,251,376562,9021074791667668152944459605850644408783395690158602612556983201078962346809
19,251,524257,15369786024832857041664507690002752211768411779379864863614491691099715098623
19,251,313668,40745121474882645535881953071160557268688958308813233065353685541275433775213
19,251,408749,21928708145910002868655157541307419032634126811322266188439710044858935255615
19,251,447799,37453698305448729621230180053751285960760254159259223790996202297093610416575
19,251,334708,48130583081936483603852709754135154109819074648941047505513925493592620415017
19,251,285661,95940959883053541070067413120010722373789983367283958348770603860872725535076
19,251,264031,114932468496496979969631623231580576693694841503525109280424341236196410489178
19,251,489218,41928479755036640785887295585276773740896955596690982452027763788656775359661
19,251,399538,39849801989887014568936742126903125694033068042504689149660944355499279161698
19,251,423434,99056922761031457951176334163433165951800752668145292578862145147813068576719
19,251,399776,87625512276758932844570230360925100026297242773806560424213579268830747478877
19,251,464492,62216751675553649862193732280118435128424872625638609040326567841574276708302
19,251,490311,51438773306116981629802389888750302594701685370540300540190125233824345635185
19,251,475463,6397503026281802197585282560570673176490908341253057181195590448335425352773
19,251,303704,25807179547799797327166274758900991987672489386706510505062623547068993032371
19,251,292795,17372772991234750010886420887998047329662141275049417479779062602686921741395
19,251,486422,31180324555750968523679540795156163944982685742507563463884378296591886308189
19,251,266890,71105116266048814593915984017419013642227147591666936492329621291510481283034
19,251,374481,24284386223329118630177538436328685657840820957406982427575409230035002645380
19,251,309833,98886660334683785725195666308862660581517593573609460107374094483593380963909
19,251,515177,1302339896084769794919984425689956352738986421173688125175947025066375825219
19,251,266452,72973318143917534526458458629026620814425995660314608836343650257689734566411
19,251,323341,520611433361546403411075578612348450691361672108502113667136718308036702654
19,251,372147,113968713019026533302466948871903582541105091750926093367534146574773460291787
19,251,415871,96393446170110191929004462439760420167196270409357369616515637164771616584962
19,251,314208,20205743719574659123974470180436580465846916864888468731383591260596410019190
19,251,368110,40639376946809073696691724252356996938703780090569365269475324472624885811793
19,251,440050,16278025086021841621715068210418295730537767211957215664315132798341591400084
19,251,392464,62429480110150611704181489370032422557704452856354673252107976660507402590299
19,251,476415,36412892831652189506978993577021034661036819401363601261262797029557518311157
19,251,377822,33702894127055652059006085823777235601568799015105872617641150187610724254995
19,251,460138,99696814643952513704365666293188622813752538690256853232256267701064393170717
19,251,369013,66931522793187773056839458254967106804402951497748534322605063827275548074084
19,251,294643,34871410587251948493611720041773023006230946447351149172452874610826158626064
19,251,444658,44404074471102875526377250829163514430775068743510927804172206513148636185574
19,251,343052,8614554986810312570731119297296681173033230451782806939182442562957666588437
19,251,286478,2494350928809671686131846254291268513533764933242433899920911742693863105206
19,251,287348,97154022062664286320878630407566762811206218217401049913301843638264297881347
19,251,344675,100632514496347793774951806860639773578836138106338070221704936696510383209347
19,251,443474,52640342276136003235218096125309834468847752943920066361069075656490329430003
19,251,336552,107281578426652864369705664095313399835772594886015591432527429422725517465325
19,251,518886,106117614684569507835154757488622540498213872334118487004860556530287828457581
19,251,463256,76618372982422640834681887284771479135433189347619454254953126458389540310658
19,251,447149,21863651200911353522175115935330516814878563336083738946824406119850534331601
19,251,291931,99136167558562770528074092187443792477859360055039401054610181628003602523820
19,251,277480,46384323152032679809251982435191132795898589423044074347141077730104427435462
19,251,422382,95853493480196295452641918707109681456960848399623113775622152397908436572961
19,251,303815,39843419454043130695754689119979067542869570729781063245555920273835209844540
19,251,465597,7978706004636621883689847066187313168719648179865344010664091183070726829058
19,251,471693,28285648674682693881110821887700785665854044938041441351183034607240100190943
19,251,519155,9308394865216200357702218551972063972983176918207479126954145750690407998194
19,251,271313,70269364338219376683067402554365745263247612928266920810361366813157193303862
19,251,459523,80179576968387765360459112090920188082188178742315252337436373269563365378465
19,251,305734,830038187698691746141106776923177804717811082070111309639000464451933259616
19,251,313527,52861762932405129108198662980315847567754283659357066993913795109951866548182
19,251,383668,13114370409756334361602655368760903529838852802718362231909322961655775004498
19,251,317576,88966328664046886189525542968787537621369508421332742263372894887554090704775
19,251,356600,57997271889288803221767497668011630278725187650027387239860373476638408716488
19,251,476643,3566283687676980572655962686510848058442160145220133714385570953600683358592
19,251,440527,76309275756684203123849701903814185872879084766704908921701503093534769003184
19,251,303989,5495084244477243692642696687427688722878571476614532683740821335620455404370
19,251,320928,29352252752205718401430212100388736296486973419011649124861642312348708494724
19,251,399471,39145500078327955967789994788587201633710925612357150022627106746728222674257
19,251,458815,69483273355072839117268867164874175833667338272470103745134764420132730599095
19,251,324987,113644183517155190349572047797858159652016908304848594517513678185148662699372
19,251,415638,61512043783560549622137425790574334995945514094469348215045263697949242607987
19,251,467687,64876691380748001777743969927282173881524169227147154790947686504833449924676
19,251,440059,60612356602366370024504361899593722880772641672262579137751027376835434517514
19,251,521050,33884437237233085456033024092482976014001629253510288704566906329195617489896
19,251,333200,6699974828291675852162858598779030203465363901551435608969971625164590148038
19,251,411463,17234126143548952333724533409300609219110421459599356798185074657122074135041
