bit_length, total_bits, random_multiplier, rhs_projection_ell
19,251,455512,61356456539472349981606866476684157659569495435464490758465701568405315027705
19,251,354173,61863732667355631990064020628318573090806114635824386755481087723024767209814
19,251,336437,81883369981382372983164972728479427241307403859625903399571916624381265041630
19,251,474377,18872279400958722371043506704058147376786131368615424176897306021388584415551
19,251,460544,48798230651065869123917611987358532588747532518977599992349991941789144234259
19,251,480496,100259919871924282565390419887559380527276549228734223899851670957702551952428
19,251,521704,18989789251458959309334510447584948716418436377567767614217322211628727001372
19,251,292824,69811607913555722451143843490967588910883253032903624693491927091658801399155
19,251,446558,7540872873234306321539881227891193452983569335930666288806243561908962279981
19,251,417748,29592769011920154925559658494413873530196216577134915237860001034725223487287
19,251,458510,104727209955132619081433176602742603574921518721281159350409686102216760537119
19,251,278115,45275015587094962322926564911574141731818941532133566981498381060587875477881
19,251,378702,32072117654492281369957192033297321974135646180991723304776189223202788525486
19,251,436740,23305658880126769259491597215548588760704829198400281247686880269588730115092
19,251,447111,13873577803806777530760748497110364448302904410817026844704073718682698802147
19,251,376562,92147128829403368785657187451997192691814106582547856111196107803801030493479
19,251,524257,114343210028628990193850113396716085999239896118170975424999386621162613251922
19,251,313668,76341378822984975570270282836589638588199026994664647833195116772876941223453
19,251,408749,13692636010599581335200572032382435451284478775177807120086046671132875886105
19,251,447799,114937214106123989857574769099383997998060283000939607881672464005303888786437
19,251,334708,112704660709865302132426234023036729703518829375314992506769602363457435128878
19,251,285661,110575702498219415145089088664270849485715712744506309499430696370187676573275
19,251,264031,5716532614591714909969634978993435408521002324237058782594341174011257020011
19,251,489218,71293562737625750676019652133043046762369543862018594431940573582062609751087
19,251,399538,13205336953913235803506459640143529475083895483553991593714424061104027725484
19,251,423434,43330583137837065000690340774921985149901606845943950924462145714113961584481
19,251,399776,111519870274443189525678037743077518800657101159175166581011109233603617202476
19,251,464492,23510433982184710737014928730288778180760297766962048471321035612540909383115
19,251,490311,20228418019090734800587443287892803995051587377196627133179338001077432490940
19,251,475463,45257049330808533262781666059949070324345773142930013431661818444175189504759
19,251,303704,10517766491763480864207589155880993675866658256261389011631757646356205472681
19,251,292795,64536506050821557366719596643426898063113665264771931120597587550423596537935
19,251,486422,8869781483402830473708375510312666133360198388051768254486530867490197373755
19,251,266890,19723244904702424650074347533228424227683771044098259203526548828153110281350
19,251,374481,1749797383716239618852627691553242903175419167774338669283039704509220433715
19,251,309833,74117611225203013525417251032429155900668687161176394545940500829913778528504
19,251,515177,70973083706280845665599923635734199766030986982084323209114338140366848174160
19,251,266452,83398868379524776150362204959013034769065437447045301144804004062893627196247
19,251,323341,50881729756904946879075496006618127868608232432820188548039467018506279077561
19,251,372147,101153430851872464600105544390616112028484119197751726876346056269623757982654
19,251,415871,47172975577411288610417695719403632178832138522174127092445973598246195810920
19,251,314208,98221681658957640096791692935762974557127446670442961701071234638825308301363
19,251,368110,7279136818603668795795353734073034308854196463530890133679789947630345938052
19,251,440050,36480520948011131170658245321425248906384361362346390965960985120531692267908
19,251,392464,92456761495885542830668434930225083307878228522043743961177376596066033918170
19,251,476415,35920470918391444826572889605462854422463643082269564867365338815717289179421
19,251,377822,38633538091204344698158102989921527831588184926419739378491772104423296723156
19,251,460138,9672127572986301725582250432307762249857704511396586684686752712907415596484
19,251,369013,13027007881639390802835520687233971120168031895319211266937834746721377051277
19,251,294643,52955249833080743934559586025031375466710345337178573006138670336221655166567
19,251,444658,63815453259321676198408234329148121501353186523042275069074247153623422367898
19,251,343052,94021898333651657624138071135427651136702074740138051833431817176059189306296
19,251,286478,41384883861443625108539525182266579000297395752934376761851607159164147658459
19,251,287348,34305621751883287605854217303510602040926250433790688886791029407312376257789
19,251,344675,81873818579380305867428821380411497971253523137236913701454840213542871305606
19,251,443474,76421802075506118130120400876816340974587014684196102628555141117711332487794
19,251,336552,73405954701417624641974085196535297001787512225145039476318832582056057826933
19,251,518886,86214136802258006655107322129638170565299782664698162081780984003918729587015
19,251,463256,85822271392329511572948112521058447855049258618785740899136823162395367412881
19,251,447149,69775417581802838131825637267605165594055678699947135331521666927060086289816
19,251,291931,70616708986775284756610093404608569244822947200019334122241508345988522038502
19,251,277480,64060782980190707778152758376407874078166556734366824282910648357640269847588
19,251,422382,35264967557298251006444540005494433173946614203606918686873402553093002635248
19,251,303815,11005988999322368913901273230315276142590491996524421607266381353812638058351
19,251,465597,38905821120099110826877267339404051197821284228687401341445499307297012454924
19,251,471693,110546248243164983061894156000828918881131200335049344166030387678856124869351
19,251,519155,58057558173924547516935987011327982723824929802990143754150107874312464744498
19,251,271313,109799945573710673954041201823417460859124593767337566560220060637265385782998
19,251,459523,23623769446969093132937762780740070006575330909076517347893332276703919131560
19,251,305734,22537564952881732822087098460510450289162484187048805416969333987315836503128
19,251,313527,85652749835375410265740037448786588898610440705321005808310391655255371630601
19,251,383668,27210499667407717693300625779427497288658215528963774174349072363187658935758
19,251,317576,110771077686624146779549263355775679195415840508154573511395550706630142798122
19,251,356600,73482764447001252664439526870234262975365104489844445471061083704527827121092
19,251,476643,99973377680195078640774665902020697393522227479945784163414521601761330233297
19,251,440527,65449249422658917523129908503335896367896541407776967932824770884734822196043
19,251,303989,77200352049302297593382557096093892122024218256600334752705231054469723560215
19,251,320928,109648887681809871332281818767855973198431167170080625380572172641304023239095
19,251,399471,71500639888390526137529672066849906471476470457015591308822510071942815497019
19,251,458815,60314447790406182761325655733417391902677433150848784354206836857615566685265
19,251,324987,15650545083206659503482769128745483016439087624791718798897360670199880395880
19,251,415638,16122288566796531361836368084565068557559289687155153808945490171586561427704
19,251,467687,50067921866042017051339145874302653296985966357684188593090490626204870704282
19,251,440059,103438485980310046643201987389263587053535199378056617758564936358302956407411
19,251,521050,16445351369583824945189166366467712771545918787257310708523028427939056156788
19,251,333200,68301968279219913980913663272187192096048074356204364883462076309892953940786
19,251,411463,76879390342382319223365696351960001820436316332369667617793237112523874921858
19,251,503641,43354148047961703717175110066024845245539706659600591669191024758974520953070
19,251,411113,46385164483072044989555031868000243331759342695040434417602240008856395490338
19,251,404109,105771512823175702387300376135706755898692028135321619425516438245695328446183
19,251,508101,60620671452516925321004602263979422366508481943968236546957118564449716758437
19,251,422510,48416280471263585530416504681466318348469957723052069509723426256898166623150
19,251,302485,102908388806013973888736508073363132284897013496420738153655149845600353160411
19,251,443466,67261947569073803634841540894340863255687011491237640691180647453174725526310
19,251,388811,104651450624032104273293424250850666833445730279169341206516870456339540309891
19,251,451692,100264056748597500263151778787370686881781553801227466145959517962024957629574
19,251,270910,77584538494388492734535487331112679574452410813632145404451079015150205304885
19,251,518898,109778263266126682702657457252945304478403806282165463655691480209962844259838
19,251,322968,50983622070754272182227138219762804854001653135781955711865356189871092452750
19,251,367412,39291172919732107230361605180180372302998378498290955180606157126971454175653
19,251,377138,106739274124947526549138396469140767546410021502244090108470304469005288068310
19,251,274630,7724329083656842487377187755470561815368041068377904756064876942092883120177
19,251,496746,64002862715691577803967125448118799240814891747161043461247100409710573674919
19,251,503241,49923294680821016933937642324246743698971481993978436825946370699076567500120
19,251,463656,6355965752787853660708179222338158691277560487359123241329676896354451316337
19,251,479400,69048846858077753884946349726191155833901541539002629359507829295509614733646
19,251,481341,37270247439354907521886843702561816055700907119313564606537879986590887419678
19,251,355494,55889214007062312190270980870205626873462355121354873584685287139765309008301
19,251,288344,78469706866598500192557336143083570814814536628871613699211658093934804839681
19,251,290600,58169544604851365481596724121656746278721688424824356607499659442141398128312
19,251,515239,35431313540343460091482978683798704175113745871737280471233581211567110675642
19,251,456300,91753094048918700820557198016184269380928411280344625237675950888075412587780
19,251,472449,108655267060793341693368904010673146137359674468284017198576029482622615772155
19,251,500910,67483944813846484904589153399607036844657521107488407577491106202520784011122
19,251,447135,65858223937849190616496266932990622981255244669308078171747764748196747560148
19,251,496337,33402353279789428397210403751324497517401246365218860027166725985032864021409
19,251,371519,73300744319412301855535083892861001281854783393896608596501803303733686055459
19,251,323613,10016251364950679410775843853271576718295155931181626534597805284357882737120
19,251,504894,27301881027006384904240794185075117530363160561888841825685859528260959477506
19,251,419490,34320722848951618639162181620690056050105969365962439496505856788788367761984
19,251,358172,13919280429491567042223349891066712317182582497468990554094642737103972151820
19,251,311180,21675992007184903424364743232193311502248777802053476495415309920554217042503
19,251,506167,59413462899617349176145821188052384250688134214185465424249649819874432341747
19,251,325167,53223868930601327414730611125640215597608299343636877800234820029092762388191
19,251,285497,67500833436434784546512829438348026032240375880354231542276663953774411479908
19,251,437951,39118415301337539912531619761436084718929735316524142139731601232592272733097
19,251,323731,40246271834385266297458391956311217891328002824322629310739370931751631237763
19,251,421116,66984633922532571850317376913754804713432688152172638672557600869829104124597
19,251,321401,91438999095018959593051717411147083936500024301571267231073923369310048012194
19,251,490455,80793818071822056074460302605024949041879866582344258888573407925988864249264
