bit_length, total_bits, random_multiplier, rhs_projection_ell
25,250,29152779,15575095352809207139128968836655506486773733242303487969557329305284797803187
25,250,22667107,65890892995642411971143068691180471301823551377044209951921893517543595828956
25,250,21532024,70871120669811763818254565563433547429657815162966530635298521694847854158284
25,250,30360185,20807327413404035873185274347085805418553640042825600198734462936065578250146
25,250,29474823,9347278650150201765533463438056495562203088421608010072297034989353435539108
25,250,30751784,51343193395251989476979077370786568650143939530471626589873556265465303855083
25,250,33389060,115404765093324289606220997258755467759437821116266938112181724669113572714673
25,250,18740794,33683430408207034019087835607937335412287542357043933611473406702548058868349
25,250,28579739,62117495748306782636487105339878742376457103639005581636862415092362791480192
25,250,26735907,55190656861747694476183111382045747710049080977456822224324347657444056954901
25,250,29344683,86911811303490897631962879380767902619452193915102817084564331451654147034660
25,250,17799392,7878867352904244158203978467308900425672105507415619938773003840953306430412
25,250,24236942,81226286063504941550611436728050152367404792439165729885736133968636861236961
25,250,27951414,68970214747900047802024164617561313820831885715486717496356304785641418342136
25,250,28615131,40276038421863101525708674344002976177997965169669520742930394408437698235212
25,250,24100026,1279592432196730310262082961824330610350153184478853255539684165435362175652
25,250,33552470,66131840798639529333185799797919850410863894960007363304309083803467133709591
25,250,20074807,75758331811200495893169228177280746823154377097237517421177276583595678178866
25,250,26159978,80068066209262533174676733159593604814771302932570492739662068803484305838467
25,250,28659195,111803032506539734518895288579771219889871436093522081223574028473762669539377
25,250,21421342,52196082218450027109266334115426018753145010952958085728217354474093962922193
25,250,18282348,104895081153241754797016126314270633059677215139617377210098820058988807456573
25,250,16898012,30505355916978465759673006928671583130047897518558438332271180387710789635255
25,250,31309985,93208699772399087733255735769443975258747628212087596453891851386744566106734
25,250,25570452,5516253734244633910318798244448153534104242760505939239149609511310646655776
25,250,27099821,53091038417537407562074660963149408034903237611442634196356509744609798104565
25,250,25585693,25138684182883779497330651312961309383210220274114784504025817243991402432370
25,250,29727535,97457960507512392328968769253462351612443619924307020561777882789061791175169
25,250,31379958,49780709150511331707728754516360170737563373274589041428679992893474064599261
25,250,30429695,32383007975941265650273948637583708489982110001132245243447632945929109670648
25,250,19437085,47044158461834297055451419523004672189216202377558562980786267195961901467077
25,250,18738904,95701702524045157813603930942615732611285620688395244095256127036033967219742
25,250,31131022,80660347565631202276144379141164632560605404819220179367476266134765367053631
25,250,17081007,55199245357244121495346643010251174178530419884327075996829204531341299225489
25,250,23966806,41539208739691000293004707748787460767101553196963635458122878147264198084109
25,250,19829331,16041395436288848584691133163034231560279742506138721634526986132493907408384
25,250,32971343,84774180792315373084482508866978710804724133440217287932104887942885831260386
25,250,17052938,35707907427511609137134837518497065296818007407658778278073328766269874219699
25,250,20693864,104922291877279833964952556635086494533182670543211144141205670301998763676677
