bit_length, total_bits, random_multiplier, rhs_projection_ell
19,251,455512,3001777278017131409733437162418881628178925713442369317939867092016582850898
19,251,354173,108936202800850660611991182729732356355251160195005266077177472159926280311437
19,251,336437,37248011816716606644396403002262863184634599984666880214885006774218275660474
19,251,474377,41822676612802278044094731586329233149098305313148263809411654920843190656469
19,251,460544,110721187790628697210734977709013833735993859050481238449871040800837032835159
19,251,480496,51586509624158093238333137479689705747936255382621488186516058062636580542216
19,251,521704,112520521299775487396074051760336780692539984478668594797277477927234891117530
19,251,292824,99933834379772100998948241781784468730922136757631670680787715085401812636923
19,251,446558,31158943343058109625038782833996246695623729873419330488824862807083081006599
19,251,417748,43226486040627798881476983365047801504230481518044423466779881395743538553468
19,251,458510,66800174402068471833699585337788700170579919171033139899283724802879889521755
19,251,278115,104635666990306550025452542294148963584795221718669683435823367536859168995812
19,251,378702,40288125036081473483560176603508619124192137073820378092709542898685294659143
19,251,436740,102028461248816677347000407649965872269122298078828304467688964648759040987369
19,251,447111,36644664593960269519657867207650384528427740298843195884369553405261933160424
19,251,376562,62829569037312996603156392620713921732887034353028449004658418141257547094427
19,251,524257,63877596543486524945195637165866435144893152019419572165899924474766004277864
19,251,313668,80190865685805046132038959971335450126241789584326606506461032271304813052491
19,251,408749,24340790678630811478058977590976721588770983116298846778523153713888590375849
19,251,447799,68527256299544230700327988037386712025359462375378146726509806901435074623047
19,251,334708,57513299012317536082688112938351693960058582327411381877016599605537144464420
19,251,285661,113305545474885991379437892348706120206382211590234595002751989822099014234033
19,251,264031,40825544140170064764622104862425376186293214209442085984820913882149401105966
19,251,489218,32703457525747587821779217811987501756604696754188705863738734895477396682435
19,251,399538,67800679900454517177004699866502172972266492902549308155556322716669034110850
19,251,423434,111022099516841172604293634625214053051084266316477322652852368984112575710936
19,251,399776,109822630727382090554696369956654836866816871877955229547347585132499692024744
19,251,464492,54516338014486062334027811413151217679633725437720452365311171148683962560702
19,251,490311,96855567942751169952165944839022778125985180340734572341629752781190650642610
19,251,475463,27332891943506359514268028134698050168421699898616753251923282381267547300363
19,251,303704,54396262596248842640804531209989197768935455414713207113328230719848211259291
19,251,292795,86700978515764358450488351760787814889114468201379269465091080730595090221979
19,251,486422,33359873140445940232108209135863737305495960375428646262468039476708986579426
19,251,266890,20108718924248537492337313758024935231204017383477560069242996023898479342893
19,251,374481,104921253147589950595181681155641032502381495828164993881601714643309364726094
19,251,309833,54170094349317602187743271246094857502830207325468118709750066919726616198421
19,251,515177,109007451607095712202082765010311111004854039363478323992633709520079398041690
19,251,266452,363525633424189603273575690467199679603590137288786423603045270908326081701
19,251,323341,61598054462458501136966506270610507876812377148684405801051782621721901722441
19,251,372147,92960398574880340866477827595328415942820624857413509142896007615174781941855
19,251,415871,44035806899260696704442710209382060744585525140170443412186030260907028166377
19,251,314208,28761952266341480937642288813305666766933538241718777933394999645174635321215
