bit_length, total_bits, random_multiplier, rhs_projection_ell
19,251,455512,50627347400962188965812484732063323769492279531578584270941127793705774615800
19,251,354173,41115896620717996216119680812570972136082578703849153678410893189090209566835
19,251,336437,26568983836775112307041710999629471850175990956724885976177327184997677047834
19,251,474377,114282606225530848308151222582451268517205941757210636791702257542290858396525
19,251,460544,5263642365977704001973696001001497310166650989754574364579787376845276658343
19,251,480496,23191898952169498490526048882592506956318050374246017212254756642942342487474
19,251,521704,88403634745650776840903332626028532299857580322262481419190183483174869447534
19,251,292824,98064030546597455625322701381817786962323000225662642141378547413463334980755
19,251,446558,76320883600449127131897259159338958817746918763139377004057826162172339665315
19,251,417748,111942826627348868222427414408401949747254649957810799867789905743463270591792
19,251,458510,77020957208815518286425508327468487231641974564941077383306819874453225455746
19,251,278115,3096991357762510885462434437343276520217282365083604526711701761975071447556
19,251,378702,3681735361437789380446414144572042158641913281502718374342405669227267636294
19,251,436740,112771276520339059998237347662741704116455865797655899670895532085984459084933
19,251,447111,21279163103771325260199670432890943303579601629285178901268857976955578563398
19,251,376562,85545328875408378124592208792753172213539827159848149200372729836371538897294
19,251,524257,49740452392397256151017573088441921820008211865016647421928154830178994317917
19,251,313668,29753400469576660538959742252812513661703623286025999341667715715919337574058
19,251,408749,74254611904543288407828595449707140700706193559203823244812586221455439744440
19,251,447799,74937938866666993124599045392973415321152327655425206096791842539659944998561
19,251,334708,72337763374409412836207624501186138349365601496858952762230849471760704996628
19,251,285661,102612538240962839136804356142928133684983193820695299908011832385589767497250
19,251,264031,51620337685004281787715504735258773837382629808178435802040407069483147728160
19,251,489218,102628748192156575574542394639211877196271148174423452517156353868429601937785
19,251,399538,59121261341185360213752432927799984008177226905438785939212173990983149216794
19,251,423434,99992123743547593316919177571258542426057879355815401876394003740671810721027
19,251,399776,74537860980200765368025102063939933912378464632203758954785383131785662935354
19,251,464492,346061352537740505047832924028807235807207899021196199427596247688689238206
19,251,490311,49723669874180569730665178464462802933969837986807853519245252507270682886797
19,251,475463,15649469948901808257789441684100370598150995192639453448683822857427072772882
19,251,303704,10795919809644734524732430618479305021173936283177208900596068945774996435203
19,251,292795,34349029231071751979399673528292764244072485076178220159947103596911505678163
19,251,486422,61541280026257491795354167747836517624183273106704637379489094497526348292704
19,251,266890,47164610824175549491481248375856361528286469890267948109278249840610438014936
19,251,374481,98489397620266572556916916120190448967001721235260764722489216622923724134176
19,251,309833,42803656637916333221746986437579579763827345752765020114934035707066971898413
19,251,515177,109984996938209216262108781414553594431866288647684105629655123241891485006966
19,251,266452,30759879910892841552379963788505594593688323121970578634876432051516820924463
19,251,323341,88731916153298737444726615265140592230434391116683680757729182469596898836981
19,251,372147,69703201171231907180503947093429631015118867227888284139319438374930903419216
19,251,415871,108934289834543179207172615376974765169425668564345402639380859898243401119032
19,251,314208,63171124208407455993484278754534440268028925652157661334284143235750127154181
19,251,368110,2685945316560787583487228834330896161154845247482584837372129115150923185263
19,251,440050,62657619562653656411244327194307288308158634836544911642546896218125638949707
19,251,392464,52449866981554020078183339593063354397265650766249249780501223701340305240459
19,251,476415,96633292267650843776281063570320958325494297697233950679265701928682490628606
19,251,377822,31439149264675772344359195867131767872000249306549602491216121080195065038673
19,251,460138,78661886767549494135925131143293318384273856730564458023867382541983560288555
19,251,369013,92979385006854163979843476669665975569870995007837506816280065853811398310365
19,251,294643,81938065291063932619532214373597340829466362574379104381362826528290497394213
19,251,444658,24700356298790220069353578801938402851980902050498403564868918795191468948744
19,251,343052,73542028837442086015153533446121754337736607709438658943001382882608288808878
19,251,286478,113006163785239046905709527401635593752896028239663183537739841716018968945966
19,251,287348,57044073757903206820880197513988494221039775537626216015820226459218605057694
19,251,344675,68721268310922726002713969108791677823273894974763508166626757327373340956369
19,251,443474,88410814023538599098334089860647649781190889928223835409348596918993248326207
19,251,336552,99065740999482391696820871073663069165117301340704211609562720507706661514273
19,251,518886,90872789432574326489762150680858240323141382549480647496477290761804227749018
19,251,463256,45495497385747189955165635333042719556234819104043397365052139633641698569897
19,251,447149,60633180845108817527047204368470356841620423213647579140730617727805816999360
19,251,291931,108291173808999628585248460135776227155594503367476996528952026407486714895051
19,251,277480,25787541139488031619666643817812545485834135259856800540221320518240603083257
19,251,422382,41910599898785278752174633657176110465877677759861032378474599500565983534594
19,251,303815,16042710924011459826146583269972699504212902481593296364721618635544701059850
19,251,465597,103962094088819184853427368329922762342283017616212216147153115257161437251144
19,251,471693,100189788583610893999279231920290011062258880051098873421803848931183259201463
19,251,519155,59913532673284745753150906836336118701850011236277110555603740142668854496378
19,251,271313,8144227896348621766504634697407965305721187020000982332786062872095318737408
19,251,459523,80547907984303306520822573173986703432246578732023589602456356456366232606197
19,251,305734,31078402154534496254243191735924714139281366519637126037663252407330804520867
19,251,313527,77064590584902870560239051255864196993911084061704456649766239810911339733601
19,251,383668,12175571975919393277196462612355331425319545580059991681388694696947330680456
